,Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
0,Helmholtzplatz,52.543686938798174,13.418908042164817,Goldhahn & Sampson,52.54219963187534,13.420430615306818,Gourmet Shop
1,Helmholtzplatz,52.543686938798174,13.418908042164817,Salt n Bone,52.54404686487403,13.42010231458886,Gastropub
2,Helmholtzplatz,52.543686938798174,13.418908042164817,Hum vegan cuisine,52.54365117699298,13.41649562512907,Vietnamese Restaurant
3,Helmholtzplatz,52.543686938798174,13.418908042164817,Wohnzimmer,52.543396390064636,13.419287620066626,Café
4,Helmholtzplatz,52.543686938798174,13.418908042164817,Kajumi,52.544094,13.421894,Coffee Shop
5,Helmholtzplatz,52.543686938798174,13.418908042164817,Victoria met Albert,52.54275011124199,13.420867785230792,Boutique
6,Helmholtzplatz,52.543686938798174,13.418908042164817,Pakolat,52.54381372971663,13.416153352998345,Coffee Shop
7,Helmholtzplatz,52.543686938798174,13.418908042164817,La Cave Prenzlauer Berg,52.542771,13.420996,Winery
8,Helmholtzplatz,52.543686938798174,13.418908042164817,Pastificio Tosatti,52.5435,13.419621,Italian Restaurant
9,Helmholtzplatz,52.543686938798174,13.418908042164817,Misirlou Bar,52.54240865670678,13.420687500355816,Bar
10,Helmholtzplatz,52.543686938798174,13.418908042164817,häppies,52.541465603578764,13.419871504217673,Dumpling Restaurant
11,Helmholtzplatz,52.543686938798174,13.418908042164817,höschen,52.542260157110334,13.420776128768921,Bar
12,Helmholtzplatz,52.543686938798174,13.418908042164817,Ushido,52.54230345760376,13.416069667398542,Japanese Restaurant
13,Helmholtzplatz,52.543686938798174,13.418908042164817,Lecker Song,52.544249,13.42011,Dim Sum Restaurant
14,Helmholtzplatz,52.543686938798174,13.418908042164817,Bekarei,52.54435463910769,13.422632217407227,Bakery
15,Helmholtzplatz,52.543686938798174,13.418908042164817,Helmholtzplatz,52.54308556459545,13.418769836425781,Plaza
16,Helmholtzplatz,52.543686938798174,13.418908042164817,Sophak Thai Massage,52.543561918676424,13.41491217809899,Massage Studio
17,Helmholtzplatz,52.543686938798174,13.418908042164817,Becketts Kopf,52.54548368774649,13.417096063531707,Cocktail Bar
18,Helmholtzplatz,52.543686938798174,13.418908042164817,Zia Maria,52.54595611949305,13.41762881944121,Pizza Place
19,Helmholtzplatz,52.543686938798174,13.418908042164817,kalaa yoga,52.54453418887381,13.417488524190679,Yoga Studio
20,Helmholtzplatz,52.543686938798174,13.418908042164817,Café Liebling,52.54209866252614,13.420647382736206,Café
21,Helmholtzplatz,52.543686938798174,13.418908042164817,Suzette,52.543356818522035,13.414827973512976,Creperie
22,Helmholtzplatz,52.543686938798174,13.418908042164817,Sasaya,52.544309738166525,13.418225103137415,Japanese Restaurant
23,Helmholtzplatz,52.543686938798174,13.418908042164817,Fräulein Dickes,52.545261669938675,13.421142883356502,Café
24,Helmholtzplatz,52.543686938798174,13.418908042164817,Supalife Kiosk,52.54383307038778,13.416111208205077,Art Gallery
25,Helmholtzplatz,52.543686938798174,13.418908042164817,Caravaggi,52.542869,13.420122,Italian Restaurant
26,Helmholtzplatz,52.543686938798174,13.418908042164817,Speiches Rock- & Blueskneipe,52.54373308591658,13.416300511883453,Jazz Club
27,Helmholtzplatz,52.543686938798174,13.418908042164817,Poké Pelelina,52.546249985045755,13.418940967025895,Hawaiian Restaurant
28,Helmholtzplatz,52.543686938798174,13.418908042164817,Spielplatz Helmholtzplatz,52.54311396378938,13.418469696449945,Playground
29,Helmholtzplatz,52.543686938798174,13.418908042164817,Moloko,52.54382,13.417691,Bar
30,Wiesbadener Straße,52.472878229595345,13.311817404157852,Rüdesheimer Platz,52.47315435847986,13.315327852934189,Park
31,Wiesbadener Straße,52.472878229595345,13.311817404157852,Pastis,52.47248347894102,13.31447785184562,French Restaurant
32,Wiesbadener Straße,52.472878229595345,13.311817404157852,La Vucciria,52.473234651065404,13.314112640316582,Italian Restaurant
33,Wiesbadener Straße,52.472878229595345,13.311817404157852,Lotte am Platz,52.473191999250005,13.316996424945875,Café
34,Wiesbadener Straße,52.472878229595345,13.311817404157852,Pizza & Pasta,52.472552,13.314599,Italian Restaurant
35,Wiesbadener Straße,52.472878229595345,13.311817404157852,Rheingauer Weinbrunnen,52.473154,13.314758,Wine Bar
36,Wiesbadener Straße,52.472878229595345,13.311817404157852,Prometheus,52.47422683610944,13.30821802571668,Greek Restaurant
37,Wiesbadener Straße,52.472878229595345,13.311817404157852,Gasthaus Landauer,52.4729169011418,13.317237031669004,German Restaurant
38,Wiesbadener Straße,52.472878229595345,13.311817404157852,REWE,52.473011831137576,13.307444165924949,Supermarket
39,Wiesbadener Straße,52.472878229595345,13.311817404157852,BIO COMPANY,52.473566712212275,13.314498037018925,Organic Grocery
40,Wiesbadener Straße,52.472878229595345,13.311817404157852,REWE,52.46849371292595,13.311755399197182,Supermarket
41,Schmöckwitz/Karolinenhof/Rauchfangswerder,52.3750750830254,13.654119710979346,Restaurant Strandlust,52.37630658096029,13.657328133279583,German Restaurant
42,Schmöckwitz/Karolinenhof/Rauchfangswerder,52.3750750830254,13.654119710979346,H Alt-Schmöckwitz,52.37532408559151,13.649439811706543,Tram Station
43,Schmöckwitz/Karolinenhof/Rauchfangswerder,52.3750750830254,13.654119710979346,Villa Toscana,52.37603896628201,13.648759979138934,Italian Restaurant
44,Schmöckwitz/Karolinenhof/Rauchfangswerder,52.3750750830254,13.654119710979346,Wassersportzentrum der HU,52.373572121635306,13.648960488338858,Harbor / Marina
45,Müggelheim,52.407020037638546,13.683590917846193,Waldfriedhof Müggelheim,52.406765,13.676315,Memorial Site
46,Biesdorf,52.50738304786509,13.559359810542356,Schloss Biesdorf,52.509887382703425,13.557697534561157,Palace
47,Biesdorf,52.50738304786509,13.559359810542356,Kaufland,52.507097297380184,13.557968723139052,Supermarket
48,Biesdorf,52.50738304786509,13.559359810542356,Müller,52.506005564165356,13.558594026940812,Drugstore
49,Biesdorf,52.50738304786509,13.559359810542356,Rossini II,52.5050486198376,13.561988924299433,Italian Restaurant
50,Biesdorf,52.50738304786509,13.559359810542356,Frostkauf - Backfabrik,52.507596030267045,13.558146657968575,Food & Drink Shop
51,Biesdorf,52.50738304786509,13.559359810542356,BIO COMPANY Biesdorf Center,52.5063164,13.5590091,Supermarket
52,Biesdorf,52.50738304786509,13.559359810542356,POLIMEDICA Apotheke Biesdorf-Süd,52.50551061473603,13.558468954808447,Pharmacy
53,Biesdorf,52.50738304786509,13.559359810542356,U Elsterwerdaer Platz,52.5053032011428,13.56088399887085,Metro Station
54,Biesdorf,52.50738304786509,13.559359810542356,Netto Filiale,52.50445041,13.5611684,Supermarket
55,Biesdorf,52.50738304786509,13.559359810542356,Biesdorfer Parkbühne,52.511794052468275,13.559049367904663,Outdoor Event Space
56,Nord 1,52.63019440066242,13.29697561495205,Adriatic,52.633738964951554,13.293905450887888,Restaurant
57,Nord 1,52.63019440066242,13.29697561495205,Motor-Lit.de,52.62894,13.29726,Used Bookstore
58,Nord 1,52.63019440066242,13.29697561495205,Motor-Lit.de,52.62894,13.29726,Bookstore
59,Nord 1,52.63019440066242,13.29697561495205,ALDI NORD,52.626928,13.301743,Supermarket
60,West 5,52.59273149698239,13.259967472092558,Dicke Marie,52.593555977072754,13.264950513839722,Tree
61,West 5,52.59273149698239,13.259967472092558,TSC,52.5918651181363,13.262314979224785,Athletics & Sports
62,West 5,52.59273149698239,13.259967472092558,SeePavillon am Tegeler See,52.59064003762309,13.261203336385112,Café
63,West 5,52.59273149698239,13.259967472092558,Waldhütte am See,52.593682551123344,13.264052324656161,German Restaurant
64,Frankfurter Allee Nord,52.51888115659835,13.461706121976444,Verzuckert Berlin,52.517848628388876,13.462878300139064,Dessert Shop
65,Frankfurter Allee Nord,52.51888115659835,13.461706121976444,Casablanca,52.51689,13.46182,Falafel Restaurant
66,Frankfurter Allee Nord,52.51888115659835,13.461706121976444,Bye Bye Cavaliere,52.51750752743603,13.461312563313543,Pizza Place
67,Frankfurter Allee Nord,52.51888115659835,13.461706121976444,Forckenbeckplatz,52.51951130206744,13.460569381713867,Park
68,Frankfurter Allee Nord,52.51888115659835,13.461706121976444,Schreiner's,52.517601702799226,13.464775085449217,Café
69,Frankfurter Allee Nord,52.51888115659835,13.461706121976444,Vineria del Este,52.51842991112723,13.464266512934937,Tapas Restaurant
70,Frankfurter Allee Nord,52.51888115659835,13.461706121976444,Eisklecks,52.520607781896196,13.458861677028661,Ice Cream Shop
71,Frankfurter Allee Nord,52.51888115659835,13.461706121976444,Minimal Bar,52.51644,13.463944,Bar
72,Frankfurter Allee Nord,52.51888115659835,13.461706121976444,Salami Social Club,52.51501293065886,13.46347680510007,Pizza Place
73,Frankfurter Allee Nord,52.51888115659835,13.461706121976444,Der Laden,52.518169129699395,13.465642805648091,Food & Drink Shop
74,Frankfurter Allee Nord,52.51888115659835,13.461706121976444,Cafe Della Peppina,52.51766917578809,13.465702872435877,Italian Restaurant
75,Frankfurter Allee Nord,52.51888115659835,13.461706121976444,Mama Maria's,52.51537,13.461211,Pizza Place
76,Frankfurter Allee Nord,52.51888115659835,13.461706121976444,Papaleo Pizzeria,52.517953,13.467741,Pizza Place
77,Frankfurter Allee Nord,52.51888115659835,13.461706121976444,Sindibad,52.51513303005888,13.462939589679683,Falafel Restaurant
78,Frankfurter Allee Nord,52.51888115659835,13.461706121976444,Tapiocaria,52.51627309503224,13.464839458465576,Brazilian Restaurant
79,Frankfurter Allee Nord,52.51888115659835,13.461706121976444,Drachenspielplatz,52.51729206785169,13.466868951001157,Playground
80,Frankfurter Allee Nord,52.51888115659835,13.461706121976444,Mom's Creation,52.515564,13.460521,Vegetarian / Vegan Restaurant
81,Frankfurter Allee Nord,52.51888115659835,13.461706121976444,Karl-Marx-Allee,52.516888859397504,13.457794218021077,Road
82,Frankfurter Allee Nord,52.51888115659835,13.461706121976444,Holiday Bistro,52.517031206249314,13.461190230021318,Doner Restaurant
83,Frankfurter Allee Nord,52.51888115659835,13.461706121976444,Fischladen,52.51700621578385,13.461707225465307,Dive Bar
84,Frankfurter Allee Nord,52.51888115659835,13.461706121976444,Engler's Unikat,52.51906005641643,13.466539909002941,German Restaurant
85,Frankfurter Allee Nord,52.51888115659835,13.461706121976444,Die Kaffee Freunde (Die Kaffeefreunde),52.51770415249472,13.468495898671334,Café
86,Frankfurter Allee Nord,52.51888115659835,13.461706121976444,Eure Kneipe,52.519063,13.45513,Pub
87,Frankfurter Allee Nord,52.51888115659835,13.461706121976444,Freibeuter,52.51616139024366,13.463535717728673,Bar
88,Frankfurter Allee Nord,52.51888115659835,13.461706121976444,La Despensa,52.515922,13.46479,South American Restaurant
89,Frankfurter Allee Nord,52.51888115659835,13.461706121976444,Kasiske,52.51727002623143,13.466361158623348,Pub
90,Frankfurter Allee Nord,52.51888115659835,13.461706121976444,Kiez Cuisine,52.51769808454843,13.465780001018523,Vegetarian / Vegan Restaurant
91,Frankfurter Allee Nord,52.51888115659835,13.461706121976444,Hermann-Blankenstein-Park,52.52196591288184,13.460826873779297,Park
92,Frankfurter Allee Nord,52.51888115659835,13.461706121976444,Il Tinello,52.51841861878021,13.466121923248616,Italian Restaurant
93,Frankfurter Allee Nord,52.51888115659835,13.461706121976444,Die Garbe,52.51495841870727,13.462492383659528,Bistro
94,Kaulsdorf,52.50272924156119,13.588133968967245,Rossmann,52.504147397223726,13.590366553465323,Drugstore
95,Kaulsdorf,52.50272924156119,13.588133968967245,REWE,52.50460626907316,13.590326833240283,Supermarket
96,Kaulsdorf,52.50272924156119,13.588133968967245,Lidl,52.50427455383461,13.589249113574624,Supermarket
97,Kaulsdorf,52.50272924156119,13.588133968967245,Hotel B1,52.50319778313932,13.581995304665258,Hotel
98,Kaulsdorf,52.50272924156119,13.588133968967245,ALDI NORD,52.50539462823964,13.590205907821655,Supermarket
99,Kaulsdorf,52.50272924156119,13.588133968967245,ABEX EFG BÄR & OLLENROTH,52.505405137512,13.584073415869,Electronics Store
100,Kaulsdorf,52.50272924156119,13.588133968967245,Bushaltestelle Alt-Kaulsdorf/Chemnitzer Straße,52.503799,13.58111,Bus Stop
101,nördliche Luisenstadt,52.50241269179749,13.427924597650428,Lerchen und Eulen,52.5022542722616,13.430717849669797,Bar
102,nördliche Luisenstadt,52.50241269179749,13.427924597650428,Heidenpeters,52.502048793920636,13.43130168201405,Brewery
103,nördliche Luisenstadt,52.50241269179749,13.427924597650428,Markthalle Neun,52.502144327910116,13.431606978315234,Food Court
104,nördliche Luisenstadt,52.50241269179749,13.427924597650428,Der Goldene Hahn,52.502325186017565,13.430560827255249,Italian Restaurant
105,nördliche Luisenstadt,52.50241269179749,13.427924597650428,Villa Gallina,52.502289339789044,13.430748390001538,Wine Bar
106,nördliche Luisenstadt,52.50241269179749,13.427924597650428,Sironi - Il Pane di Milano,52.50225857529403,13.431454417132157,Bakery
107,nördliche Luisenstadt,52.50241269179749,13.427924597650428,La Piadina,52.50427481000133,13.426255556377754,Italian Restaurant
108,nördliche Luisenstadt,52.50241269179749,13.427924597650428,Mani in pasta,52.502166846709024,13.431716511155079,Trattoria/Osteria
109,nördliche Luisenstadt,52.50241269179749,13.427924597650428,Big Stuff Smoked BBQ,52.502122392297785,13.431800746997471,BBQ Joint
110,nördliche Luisenstadt,52.50241269179749,13.427924597650428,Rosa Canina,52.50214320176283,13.43181912685543,Ice Cream Shop
111,nördliche Luisenstadt,52.50241269179749,13.427924597650428,Klas Bäckerei,52.50036027321407,13.427356903569757,Bakery
112,nördliche Luisenstadt,52.50241269179749,13.427924597650428,TeamEscape Berlin,52.50322086396874,13.426420912775308,Theme Park
113,nördliche Luisenstadt,52.50241269179749,13.427924597650428,Bone Berlin,52.50212925689672,13.431655168533325,German Restaurant
114,nördliche Luisenstadt,52.50241269179749,13.427924597650428,Street Food Thursday,52.50213982664957,13.43166922334885,Street Food Gathering
115,nördliche Luisenstadt,52.50241269179749,13.427924597650428,Weltrestaurant Markthalle,52.50246006782324,13.430918044880098,German Restaurant
116,nördliche Luisenstadt,52.50241269179749,13.427924597650428,Kunstquartier Bethanien,52.50386382060912,13.424628078317806,Art Gallery
117,nördliche Luisenstadt,52.50241269179749,13.427924597650428,8bar Bikes,52.503309198239535,13.430527851704065,Bike Shop
118,nördliche Luisenstadt,52.50241269179749,13.427924597650428,Kantine Neun,52.50210434363279,13.431544580408561,German Restaurant
119,nördliche Luisenstadt,52.50241269179749,13.427924597650428,Alte Milch,52.50202476100858,13.431494235992432,Cheese Shop
120,nördliche Luisenstadt,52.50241269179749,13.427924597650428,Vögelchen,52.502007,13.432472,Bar
121,nördliche Luisenstadt,52.50241269179749,13.427924597650428,Yellow Yoga,52.50068776436536,13.423982212408939,Yoga Studio
122,nördliche Luisenstadt,52.50241269179749,13.427924597650428,Kunstraum Kreuzberg / Bethanien,52.50399420270191,13.424389744004824,Art Gallery
123,nördliche Luisenstadt,52.50241269179749,13.427924597650428,Trattoria Marechiaro,52.50339465642714,13.429992504903142,Trattoria/Osteria
124,nördliche Luisenstadt,52.50241269179749,13.427924597650428,Heimweh,52.4994122830782,13.428425788879395,Kumpir Restaurant
125,nördliche Luisenstadt,52.50241269179749,13.427924597650428,Adana Grillhaus,52.499641,13.426887,Turkish Restaurant
126,nördliche Luisenstadt,52.50241269179749,13.427924597650428,Schwarze Traube,52.50230765102416,13.432857005058205,Cocktail Bar
127,nördliche Luisenstadt,52.50241269179749,13.427924597650428,Kaffee 9,52.50194876234582,13.431997040702443,Coffee Shop
128,nördliche Luisenstadt,52.50241269179749,13.427924597650428,Mariannenplatz,52.503611177804984,13.425244903774,Plaza
129,nördliche Luisenstadt,52.50241269179749,13.427924597650428,Falafel in Berlin,52.49931143322923,13.427939011211153,Falafel Restaurant
130,nördliche Luisenstadt,52.50241269179749,13.427924597650428,3 Schwestern,52.50408402750932,13.42403193076895,German Restaurant
131,Nord 2,52.60336143026583,13.336298478583481,Kaufland,52.60338675158374,13.334950181222244,Big Box Store
132,Nord 2,52.60336143026583,13.336298478583481,Hans Laatzig Automobile GmbH,52.60283306428429,13.335082340043542,Auto Dealership
133,Nord 2,52.60336143026583,13.336298478583481,Sportcenter Wittenau,52.60503982179427,13.338283258593334,Athletics & Sports
134,Nord 2,52.60336143026583,13.336298478583481,Getränke Hoffmann,52.6014597,13.3311332,Liquor Store
135,Nord 2,52.60336143026583,13.336298478583481,Junge- Die Bäckerei,52.601921,13.330148,Bakery
136,Moabit West,52.53082728719922,13.332181553193587,Einer dieser Tage,52.53238792130165,13.3317325258927,Café
137,Moabit West,52.53082728719922,13.332181553193587,Garcia Kaffeebar,52.52766827466156,13.33062445530357,Coffee Shop
138,Moabit West,52.53082728719922,13.332181553193587,Taverna Merkouri,52.530984646778535,13.330183584244173,Taverna
139,Moabit West,52.53082728719922,13.332181553193587,Hamberger,52.53323005719321,13.332538742285122,Market
140,Moabit West,52.53082728719922,13.332181553193587,Kallasch &,52.532868902197215,13.336735511796723,Bar
141,Moabit West,52.53082728719922,13.332181553193587,Eisdiele Marcon,52.52721664721762,13.330068408593696,Ice Cream Shop
142,Moabit West,52.53082728719922,13.332181553193587,Recep Usta Köfteci,52.52713871478175,13.33125093912706,Turkish Restaurant
143,Moabit West,52.53082728719922,13.332181553193587,Zentrum für Kunst und Urbanistik (ZK/U),52.53365944114363,13.336372115138653,Art Gallery
144,Moabit West,52.53082728719922,13.332181553193587,Waldcafé,52.527917,13.331087,Café
145,Moabit West,52.53082728719922,13.332181553193587,Fam. Dang,52.5275960863533,13.327365040721588,Vietnamese Restaurant
146,Moabit West,52.53082728719922,13.332181553193587,El Reda,52.527577353533765,13.327298666410915,Persian Restaurant
147,Moabit West,52.53082728719922,13.332181553193587,Bogazici,52.5269828624452,13.333562969972007,Turkish Restaurant
148,Moabit West,52.53082728719922,13.332181553193587,Café & Simit Evi,52.52915018239252,13.337161177135163,Breakfast Spot
149,Moabit West,52.53082728719922,13.332181553193587,Amstel House,52.528477937749685,13.336744614889128,Hostel
150,Moabit West,52.53082728719922,13.332181553193587,Kanun,52.52747397515529,13.327646647788121,Fried Chicken Joint
151,Moabit West,52.53082728719922,13.332181553193587,BIO COMPANY,52.52689079750634,13.334986166390536,Organic Grocery
152,Moabit West,52.53082728719922,13.332181553193587,Big Bascha,52.527589931972564,13.327295558095226,Lebanese Restaurant
153,Moabit West,52.53082728719922,13.332181553193587,Café Pfau,52.52726660224447,13.33055617842835,Breakfast Spot
154,Moabit West,52.53082728719922,13.332181553193587,Ristorante La Tettoia,52.52823381983103,13.3308434860563,Italian Restaurant
155,Moabit West,52.53082728719922,13.332181553193587,dm-drogerie markt,52.52755,13.329334,Drugstore
156,Moabit West,52.53082728719922,13.332181553193587,Subito,52.529161226415596,13.337145040545183,Bar
157,Moabit West,52.53082728719922,13.332181553193587,City Chicken,52.52747408784474,13.328018140354283,Halal Restaurant
158,Moabit West,52.53082728719922,13.332181553193587,La Fiamma,52.527443717776826,13.329631102918592,Pizza Place
159,Moabit West,52.53082728719922,13.332181553193587,Beirut Express,52.527609,13.328155,Lebanese Restaurant
160,Moabit West,52.53082728719922,13.332181553193587,REWE,52.52720900000002,13.332790218996934,Supermarket
161,Moabit West,52.53082728719922,13.332181553193587,Café Zina,52.528644388173525,13.335838671803234,Café
162,Moabit West,52.53082728719922,13.332181553193587,Rossmann,52.5274092816705,13.329007008503721,Drugstore
163,Moabit West,52.53082728719922,13.332181553193587,Beussel Grill,52.533059782716215,13.32865608049043,Doner Restaurant
164,Moabit West,52.53082728719922,13.332181553193587,Freundliche Bäckerei,52.53314119680605,13.328357333121604,Bakery
165,Moabit West,52.53082728719922,13.332181553193587,Melek Pastanesi,52.53080725032057,13.333593606948853,Bakery
166,Volkspark Wilmersdorf,52.48577391127639,13.329350285632747,Sabor Latino,52.48609421096733,13.329900428763835,Peruvian Restaurant
167,Volkspark Wilmersdorf,52.48577391127639,13.329350285632747,Weichardt Brot,52.48595180187414,13.32616546826688,Bakery
168,Volkspark Wilmersdorf,52.48577391127639,13.329350285632747,Tian Fu II,52.48713276538342,13.329602326226212,Chinese Restaurant
169,Volkspark Wilmersdorf,52.48577391127639,13.329350285632747,Volkspark Wilmersdorf,52.4834336031676,13.326373100280762,Park
170,Volkspark Wilmersdorf,52.48577391127639,13.329350285632747,Badenscher Hof,52.48638842419361,13.32775270543339,Jazz Club
171,Volkspark Wilmersdorf,52.48577391127639,13.329350285632747,ANH BA,52.487191,13.326351,Vietnamese Restaurant
172,Volkspark Wilmersdorf,52.48577391127639,13.329350285632747,Les Baguettes,52.4866644300123,13.326319456100464,Bakery
173,Volkspark Wilmersdorf,52.48577391127639,13.329350285632747,EDEKA,52.4867891,13.3255348,Supermarket
174,Volkspark Wilmersdorf,52.48577391127639,13.329350285632747,BIO COMPANY,52.48570423099271,13.32251556908651,Organic Grocery
175,Volkspark Wilmersdorf,52.48577391127639,13.329350285632747,Egger's,52.48701459266969,13.33066751291655,Argentinian Restaurant
176,Volkspark Wilmersdorf,52.48577391127639,13.329350285632747,Francesco Forgione,52.48740268473961,13.322821855545044,Italian Restaurant
177,Volkspark Wilmersdorf,52.48577391127639,13.329350285632747,eurogida,52.48753092656756,13.331560029113849,Grocery Store
178,Volkspark Wilmersdorf,52.48577391127639,13.329350285632747,McFIT,52.486647,13.32839,Gym / Fitness Center
179,Volkspark Wilmersdorf,52.48577391127639,13.329350285632747,West Burger,52.48686340440469,13.322549768532516,Burger Joint
180,Volkspark Wilmersdorf,52.48577391127639,13.329350285632747,BIO COMPANY,52.48784999999999,13.33551,Organic Grocery
181,Volkspark Wilmersdorf,52.48577391127639,13.329350285632747,Sushi Miyabi,52.48713535160029,13.322618868340347,Sushi Restaurant
182,Volkspark Wilmersdorf,52.48577391127639,13.329350285632747,Café am Volkspark,52.482662612451534,13.325965404510498,Café
183,Volkspark Wilmersdorf,52.48577391127639,13.329350285632747,Bobsek Burger,52.486797012275915,13.323886164039473,Burger Joint
184,Volkspark Wilmersdorf,52.48577391127639,13.329350285632747,Lidl,52.48675840616034,13.324969142933583,Supermarket
185,Volkspark Wilmersdorf,52.48577391127639,13.329350285632747,Thoben's Backwaren,52.486632426429786,13.323771254471179,Bakery
186,Volkspark Wilmersdorf,52.48577391127639,13.329350285632747,Hotel NH Berlin City West,52.48872136559942,13.330779878572018,Hotel
187,Volkspark Wilmersdorf,52.48577391127639,13.329350285632747,Hotel-Pension Gasteiner Hof,52.48731670631572,13.323412853587271,Hotel
188,Volkspark Wilmersdorf,52.48577391127639,13.329350285632747,Grün Elektro,52.48675602200252,13.327186336749206,Lighting Store
189,Volkspark Wilmersdorf,52.48577391127639,13.329350285632747,H U Berliner Straße,52.4866589651261,13.330975530896284,Bus Stop
190,Volkspark Wilmersdorf,52.48577391127639,13.329350285632747,Wein & Vinos,52.48679836209971,13.326802253723145,Wine Shop
191,Volkspark Wilmersdorf,52.48577391127639,13.329350285632747,Blueprint Copyshop,52.48748434932438,13.330600261688232,Paper / Office Supplies Store
192,Volkspark Wilmersdorf,52.48577391127639,13.329350285632747,EDEKA,52.488142203064825,13.334725499153137,Supermarket
193,Volkspark Wilmersdorf,52.48577391127639,13.329350285632747,Tabak Börse,52.48683102840063,13.32642674446106,Smoke Shop
194,Volkspark Wilmersdorf,52.48577391127639,13.329350285632747,Sushi T.Phu,52.48779079827594,13.33405996894363,Japanese Restaurant
195,Volkspark Wilmersdorf,52.48577391127639,13.329350285632747,Pho Bay,52.48650761242479,13.32309816502988,Vietnamese Restaurant
196,Alexanderplatz,52.520863519265845,13.402228032263695,Buchhandlung Walther König,52.52130069676686,13.40075831891714,Bookstore
197,Alexanderplatz,52.520863519265845,13.402228032263695,Kuppelumgang Berliner Dom,52.51896599010725,13.400980681715229,Scenic Lookout
198,Alexanderplatz,52.520863519265845,13.402228032263695,Radisson Blu,52.5195608,13.402857,Hotel
199,Alexanderplatz,52.520863519265845,13.402228032263695,James-Simon-Park,52.52190716050168,13.399361371994019,Park
200,Alexanderplatz,52.520863519265845,13.402228032263695,Waffel oder Becher,52.521006850678695,13.403814748185349,Ice Cream Shop
201,Alexanderplatz,52.520863519265845,13.402228032263695,Alte Nationalgalerie,52.520796016677,13.398673088379343,Art Museum
202,Alexanderplatz,52.520863519265845,13.402228032263695,Adina Apartment Hotel Berlin Hackescher Markt,52.52229341049498,13.404273310410682,Hotel
203,Alexanderplatz,52.520863519265845,13.402228032263695,Hackescher Markt,52.52299349801406,13.40237760464655,Plaza
204,Alexanderplatz,52.520863519265845,13.402228032263695,TheCoven Bar,52.522664,13.400289,Bar
205,Alexanderplatz,52.520863519265845,13.402228032263695,Hotel ZOE,52.5230950484122,13.400966433702536,Hotel
206,Alexanderplatz,52.520863519265845,13.402228032263695,Café 93,52.52299702982836,13.399751875666775,Café
207,Alexanderplatz,52.520863519265845,13.402228032263695,Kadoya,52.522844,13.400317,Japanese Restaurant
208,Alexanderplatz,52.520863519265845,13.402228032263695,DDR Museum,52.51940384308041,13.40223855826597,History Museum
209,Alexanderplatz,52.520863519265845,13.402228032263695,Altes Museum,52.51953741567019,13.398803472518921,History Museum
210,Alexanderplatz,52.520863519265845,13.402228032263695,Lindt,52.51957938,13.40281578,Candy Store
211,Alexanderplatz,52.520863519265845,13.402228032263695,Neues Museum,52.5201576091737,13.39783787727356,History Museum
212,Alexanderplatz,52.520863519265845,13.402228032263695,Lustgarten,52.518469490131785,13.399454063404399,Garden
213,Alexanderplatz,52.520863519265845,13.402228032263695,Ischtar-Tor,52.520741776446705,13.397204678584995,Historic Site
214,Alexanderplatz,52.520863519265845,13.402228032263695,Titus,52.52094968439927,13.405920731515282,Board Shop
215,Alexanderplatz,52.520863519265845,13.402228032263695,The Cathedral Museum,52.518606,13.400889,Museum
216,Alexanderplatz,52.520863519265845,13.402228032263695,MA'LOA Poké Bowl,52.52365268563865,13.400398860752764,Poke Place
217,Alexanderplatz,52.520863519265845,13.402228032263695,BIO COMPANY,52.52302495100017,13.403617698870725,Organic Grocery
218,Alexanderplatz,52.520863519265845,13.402228032263695,Amorino,52.52357551978076,13.401552886189101,Ice Cream Shop
219,Alexanderplatz,52.520863519265845,13.402228032263695,Die Hackeschen Höfe,52.52409392075061,13.402157365180152,Monument / Landmark
220,Alexanderplatz,52.520863519265845,13.402228032263695,monbijou hotel,52.522912013120596,13.400064075865956,Hotel
221,Alexanderplatz,52.520863519265845,13.402228032263695,Yi-Spa,52.52304922664198,13.399589660680252,Spa
222,Alexanderplatz,52.520863519265845,13.402228032263695,Curry 61,52.52363731185383,13.400619701670522,Currywurst Joint
223,Alexanderplatz,52.520863519265845,13.402228032263695,Fun Factory Berlin,52.523552260750606,13.401415188382876,Adult Boutique
224,Alexanderplatz,52.520863519265845,13.402228032263695,UNIQLO,52.52367052971461,13.402583637447577,Clothing Store
225,Alexanderplatz,52.520863519265845,13.402228032263695,Atrium Lobby Lounge & Bar,52.519596959299655,13.40277435240641,Hotel Bar
226,Brunnenstr. Süd,52.53383034189622,13.393345867516581,BrewDog,52.53280111922482,13.395788669586182,Beer Bar
227,Brunnenstr. Süd,52.53383034189622,13.393345867516581,Gedenkstätte Berliner Mauer,52.534896052519215,13.390139937400818,Historic Site
228,Brunnenstr. Süd,52.53383034189622,13.393345867516581,Redwood,52.53167011240907,13.394338387116537,Cocktail Bar
229,Brunnenstr. Süd,52.53383034189622,13.393345867516581,Vom Einfachen das Gute,52.53243194347814,13.396565263319,Deli / Bodega
230,Brunnenstr. Süd,52.53383034189622,13.393345867516581,distrikt COFFEE,52.53158959806963,13.39431876207094,Coffee Shop
231,Brunnenstr. Süd,52.53383034189622,13.393345867516581,Les Pâtisseries de Sébastien,52.532461994787546,13.396976563017251,Pastry Shop
