id,host_response_time,host_response_rate,host_is_superhost,host_listings_count,host_identity_verified,Neighbourhood,property_type,room_type,accommodates,bathrooms,bed_type,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,calculated_host_listings_count,summary_length,description_length,neighborhood_overview_length,host_verifications_count,FB_verification,email_verification,phone_verification,host_days_active,shower_necessities,tv,smoke_detector,pets_allowed,child_friendly,coffee_machine,kitchen_basics,white_goods,elevator,fire_protection,parking,host_greeting,long_term_stays,smoking_allowed,nature_and_views,bedroom_necessities,time_since_first_review,time_since_last_review,occupancy_last_year,Bakery,Bar,Cafe,Restaurant,Supermarket,price,LTV,LTV_potential
17691071,unknown,unknown,0.0,1,0.0,Moabit West,Apartment,Private room,2,1.0,Pull-out Sofa,0,0,1,0,2,6,18,80-94/100,10/10,10/10,10/10,10/10,9/10,10/10,1,moderate,1,479,978,51,8,1,1,1,860,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2-3 years,6-12 months,0.0,1,2,4,9,2,195.0,0.0,Low
9167632,unknown,unknown,0.0,2,1.0,Tempelhofer Vorstadt,Apartment,Entire home/apt,4,1.0,Real Bed,0,50,2,20,61,1125,39,95-100/100,10/10,10/10,10/10,10/10,9/10,10/10,0,strict_14_with_grace_period,2,242,919,370,5,0,1,1,2495,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2-3 years,6-12 months,0.0,0,6,4,12,0,150.0,0.0,Low
4346575,unknown,unknown,0.0,1,1.0,Frankfurter Allee Nord,Apartment,Private room,3,1.0,Real Bed,0,10,2,30,60,90,9,95-100/100,10/10,9/10,10/10,10/10,10/10,10/10,0,moderate,1,270,726,170,5,0,1,1,1771,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2-3 years,1+ year,0.0,0,5,2,11,0,110.0,0.0,Low
8608507,within a few hours,100%,0.0,1,0.0,Moabit West,Apartment,Entire home/apt,2,1.0,Real Bed,500,40,1,0,12,80,9,95-100/100,10/10,9/10,10/10,10/10,10/10,10/10,0,moderate,1,487,1000,0,2,0,1,1,1602,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2-3 years,6-12 months,0.0,1,2,4,9,2,85.0,0.0,Low
4931407,unknown,unknown,0.0,1,0.0,Kantstraße,Apartment,Private room,1,1.0,Real Bed,0,15,1,0,1,1125,7,95-100/100,9/10,10/10,10/10,10/10,10/10,0-8/10,0,flexible,1,246,761,133,2,0,1,1,1664,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2-3 years,2-6 months,0.0,1,1,2,15,0,129.0,0.0,Low
10480005,within an hour,100%,0.0,1,0.0,Tempelhofer Vorstadt,Apartment,Shared room,2,1.0,Real Bed,0,0,1,0,1,1125,95,80-94/100,10/10,9/10,10/10,10/10,10/10,9/10,0,flexible,1,420,443,0,4,0,1,1,1288,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2-3 years,2-6 months,0.0,0,6,4,12,0,54.0,0.0,Low
20317884,unknown,unknown,0.0,3,1.0,Prenzlauer Berg Süd,Apartment,Entire home/apt,4,1.0,Real Bed,0,15,2,5,2,1125,1,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,3,477,599,0,6,0,2,1,1705,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1-2 years,1+ year,1.0,1,7,1,8,0,0.0,0.0,Low
12905990,within a day,100%,1.0,2,1.0,Schöneberg-Nord,Apartment,Shared room,2,1.0,Real Bed,400,0,1,15,1,1125,1,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,flexible,2,77,77,0,6,1,1,1,1374,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6-12 months,6-12 months,0.0,1,4,5,11,0,90.0,0.0,Low
12729863,within a few hours,50-89%,0.0,1,1.0,Schöneberg-Nord,Other,Private room,2,1.0,Real Bed,0,0,1,0,1,1125,4,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,flexible,1,239,239,0,5,0,1,1,1239,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2-3 years,1+ year,0.0,1,4,5,11,0,50.0,0.0,Low
279344,within a day,50-89%,0.0,1,1.0,Brunnenstr. Süd,Apartment,Private room,2,1.0,Real Bed,200,69,1,20,2,365,42,95-100/100,10/10,9/10,9/10,9/10,10/10,9/10,0,moderate,1,0,990,0,4,0,1,1,2790,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4+ years,2-6 months,0.0,0,3,3,6,1,76.0,0.0,Low
850645,unknown,unknown,0.0,2,0.0,Tempelhofer Vorstadt,Apartment,Entire home/apt,2,1.0,Real Bed,300,0,1,15,5,21,14,80-94/100,10/10,10/10,10/10,9/10,10/10,9/10,0,strict_14_with_grace_period,1,269,876,135,4,0,1,1,2839,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4+ years,2-6 months,0.0,0,6,4,12,0,105.0,0.0,Low
3367119,within a few hours,50-89%,1.0,1,1.0,Tempelhofer Vorstadt,Apartment,Private room,1,1.5,Real Bed,500,30,1,20,1,1125,6,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,strict_14_with_grace_period,1,205,597,150,5,1,1,1,2386,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2-3 years,6-12 months,0.0,0,6,4,12,0,60.0,0.0,Low
26058059,within a day,50-89%,0.0,1,1.0,Reuterstraße,Apartment,Private room,1,1.0,Real Bed,0,15,1,0,2,14,10,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,1,80,526,123,5,0,2,1,1851,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6-12 months,2-6 months,0.002739726027397249,1,9,5,8,0,36.09340659340659,0.09888604546138752,Low
761453,unknown,unknown,0.0,1,1.0,Moabit Ost,Apartment,Private room,1,1.0,Futon,200,0,1,15,2,62,35,95-100/100,10/10,10/10,10/10,10/10,9/10,10/10,0,strict_14_with_grace_period,1,249,1000,173,4,0,1,1,2455,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4+ years,1+ year,0.002739726027397249,0,0,4,10,0,45.0,0.1232876712328762,Low
18387107,unknown,unknown,0.0,2,1.0,Schloß Charlottenburg,Apartment,Private room,2,1.0,Real Bed,300,15,1,10,3,15,1,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,2,321,1000,451,4,0,1,1,2563,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1-2 years,1+ year,0.002739726027397249,2,0,2,5,1,50.0,0.13698630136986245,Low
24470705,unknown,unknown,0.0,3,1.0,Prenzlauer Berg Nordwest,Apartment,Private room,2,1.0,Real Bed,1500,30,2,8,3,1125,2,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,strict_14_with_grace_period,3,303,958,0,7,1,2,1,2810,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6-12 months,6-12 months,0.002739726027397249,1,5,8,8,2,59.0,0.1616438356164377,Low
8324857,unknown,unknown,1.0,1,1.0,Frankfurter Allee Süd FK,Apartment,Private room,2,1.0,Real Bed,300,65,1,0,21,35,23,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,flexible,1,247,1000,0,5,1,1,1,2636,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2-3 years,6-12 months,0.002739726027397249,1,6,4,5,0,65.0,0.1780821917808212,Low
2272792,a few days or more,0-49%,0.0,1,1.0,Prenzlauer Berg Nord,Apartment,Entire home/apt,4,1.0,Real Bed,150,25,2,20,60,1125,10,80-94/100,10/10,9/10,9/10,9/10,9/10,9/10,0,strict_14_with_grace_period,1,238,1000,288,5,0,1,1,2004,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4+ years,1+ year,0.002739726027397249,1,0,2,6,1,73.0,0.19999999999999918,Low
5307582,unknown,unknown,0.0,1,1.0,Brunnenstr. Süd,Apartment,Entire home/apt,2,1.0,Real Bed,200,25,1,0,10,1125,9,0-79/100,0-8/10,0-8/10,9/10,0-8/10,9/10,0-8/10,0,strict_14_with_grace_period,1,83,371,93,4,0,1,1,2029,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4+ years,1+ year,0.002739726027397249,0,3,3,6,1,80.0,0.21917808219177992,Low
16869806,unknown,unknown,0.0,1,1.0,Schmargendorf,Apartment,Entire home/apt,4,1.0,Real Bed,0,0,2,10,2,1125,3,95-100/100,10/10,10/10,10/10,10/10,9/10,10/10,0,flexible,1,111,1000,92,4,0,1,1,1508,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2-3 years,1+ year,0.002739726027397249,1,0,3,5,1,80.0,0.21917808219177992,Low
13167689,within a day,50-89%,0.0,1,1.0,Moabit Ost,Apartment,Private room,1,1.0,Real Bed,0,16,1,11,3,60,36,95-100/100,10/10,10/10,10/10,10/10,9/10,10/10,0,moderate,1,500,500,0,5,0,2,1,1550,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2-3 years,2-6 months,0.005479452054794498,0,0,4,10,0,42.15151515151515,0.2309672063096711,Low
16265282,a few days or more,0-49%,0.0,1,1.0,Schillerpromenade,Apartment,Entire home/apt,2,1.0,Real Bed,200,0,1,0,7,90,2,95-100/100,10/10,10/10,10/10,10/10,10/10,0-8/10,0,moderate,1,470,946,360,6,1,1,1,2636,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2-3 years,1+ year,0.002739726027397249,0,8,2,9,0,90.0,0.2465753424657524,Low
4662175,within a day,50-89%,0.0,3,1.0,Moabit West,Apartment,Entire home/apt,2,1.0,Real Bed,250,30,2,15,65,600,9,80-94/100,10/10,10/10,10/10,10/10,9/10,9/10,0,strict_14_with_grace_period,1,254,626,107,5,1,1,1,1776,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4+ years,1+ year,0.005479452054794498,1,2,4,9,2,45.0,0.2465753424657524,Low
6446947,a few days or more,0-49%,0.0,1,1.0,Karl-Marx-Allee-Süd,Other,Entire home/apt,2,1.0,Real Bed,200,20,1,25,7,7,3,0-79/100,0-8/10,0-8/10,0-8/10,0-8/10,9/10,0-8/10,0,strict_14_with_grace_period,1,249,200,0,5,1,1,1,2355,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2-3 years,1+ year,0.002739726027397249,1,2,1,2,2,99.0,0.27123287671232765,Low
661574,unknown,unknown,1.0,1,0.0,Tempelhofer Vorstadt,Apartment,Private room,2,0.5,Real Bed,0,23,1,15,2,7,122,95-100/100,10/10,9/10,10/10,10/10,10/10,10/10,0,strict_14_with_grace_period,1,244,1000,0,3,1,1,1,2524,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4+ years,2-6 months,0.008219178082191747,0,6,4,12,0,35.0,0.28767123287671115,Low
2641234,unknown,unknown,1.0,2,1.0,Neue Kantstraße,Apartment,Private room,1,1.0,Real Bed,86,12,1,15,2,30,43,80-94/100,9/10,9/10,10/10,10/10,9/10,10/10,0,moderate,1,392,1000,108,4,0,2,1,1944,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4+ years,6-12 months,0.008219178082191747,1,0,5,14,1,39.0,0.32054794520547814,Low
6011824,within a few hours,100%,1.0,2,1.0,Kantstraße,Apartment,Private room,1,1.0,Real Bed,90,5,1,30,2,1125,67,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,2,215,1000,297,4,0,1,1,1559,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2-3 years,2-6 months,0.005479452054794498,1,1,2,15,0,65.0,0.3561643835616424,Low
24847124,unknown,unknown,0.0,1,1.0,Frankfurter Allee Süd FK,Other,Entire home/apt,2,1.0,Real Bed,200,60,1,0,3,1125,1,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,flexible,1,473,778,0,6,1,2,1,2629,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6-12 months,6-12 months,0.002739726027397249,1,6,4,5,0,135.0,0.3698630136986286,Low
5717063,within a few hours,100%,0.0,2,1.0,Moabit West,Other,Entire home/apt,2,1.0,Real Bed,200,30,1,0,60,1125,19,80-94/100,10/10,9/10,10/10,9/10,9/10,10/10,0,strict_14_with_grace_period,2,207,411,77,5,0,1,1,1589,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2-3 years,6-12 months,0.005479452054794498,1,2,4,9,2,69.0,0.37808219178082036,Low
3382308,unknown,unknown,0.0,1,1.0,Schöneberg-Süd,Apartment,Private room,1,1.0,Real Bed,0,0,1,0,2,1125,104,80-94/100,10/10,9/10,10/10,10/10,10/10,9/10,0,moderate,1,406,1000,690,7,0,1,1,1856,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2-3 years,2-6 months,0.008219178082191747,0,1,2,10,3,48.0,0.39452054794520386,Low
363413,within a few hours,100%,0.0,1,1.0,Prenzlauer Berg Südwest,Apartment,Private room,2,1.0,Real Bed,500,12,1,26,2,12,16,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,1,497,1000,307,6,1,2,1,2730,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2-3 years,6-12 months,0.008219178082191747,0,5,2,7,0,49.0,0.4027397260273956,Low
14108175,within a few hours,90-99%,0.0,2,0.0,Frankfurter Allee Nord,Apartment,Private room,2,1.0,Real Bed,100,0,1,0,1,1125,2,95-100/100,10/10,10/10,10/10,9/10,0-8/10,10/10,0,flexible,2,145,145,0,3,0,1,1,1362,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0-6 months,2-6 months,0.008219178082191747,0,5,2,11,0,49.0,0.4027397260273956,Low
27003573,within an hour,100%,0.0,1,0.0,Schillerpromenade,Apartment,Private room,2,1.0,Real Bed,100,20,1,0,3,90,6,95-100/100,10/10,9/10,10/10,10/10,9/10,10/10,1,moderate,1,435,993,298,5,1,1,1,2749,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,6-12 months,6-12 months,0.008219178082191747,0,8,2,9,0,49.0,0.4027397260273956,Low
107968,within a few hours,50-89%,0.0,1,1.0,Schöneberg-Nord,Apartment,Entire home/apt,2,1.0,Real Bed,300,35,1,25,3,1125,59,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,strict_14_with_grace_period,1,441,1000,0,4,0,1,1,2999,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4+ years,6-12 months,0.005479452054794498,1,4,5,11,0,80.0,0.43835616438355984,Low
2330225,within an hour,100%,1.0,1,1.0,Prenzlauer Berg Nordwest,Apartment,Shared room,2,1.0,Real Bed,84,0,1,10,2,31,41,80-94/100,10/10,9/10,10/10,10/10,10/10,10/10,0,strict_14_with_grace_period,1,381,1000,129,4,0,1,1,1994,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2-3 years,2-6 months,0.010958904109588996,1,5,8,8,2,45.0,0.4931506849315048,Low
10064484,within a day,50-89%,0.0,2,1.0,Neuköllner Mitte/Zentrum,Apartment,Private room,2,1.0,Real Bed,88,0,1,0,2,16,4,95-100/100,10/10,9/10,10/10,10/10,10/10,10/10,0,moderate,2,231,1000,274,5,0,1,1,1878,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2-3 years,6-12 months,0.010958904109588996,0,6,5,9,0,45.0,0.4931506849315048,Low
22414816,within a few hours,100%,1.0,1,0.0,Neuköllner Mitte/Zentrum,Apartment,Private room,1,1.5,Real Bed,100,10,1,10,1,60,12,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,1,115,837,139,3,0,1,1,1610,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1-2 years,2-6 months,0.0164383561643836,0,6,5,9,0,30.0,0.49315068493150804,Low
14563724,within a few hours,100%,1.0,1,1.0,Tempelhofer Vorstadt,Apartment,Private room,2,1.0,Real Bed,250,15,2,20,2,1125,23,95-100/100,10/10,9/10,10/10,10/10,10/10,9/10,0,strict_14_with_grace_period,1,342,672,0,5,0,1,1,1092,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2-3 years,6-12 months,0.002739726027397249,0,6,4,12,0,185.0,0.5068493150684911,Low
15896764,unknown,unknown,0.0,1,1.0,Kurfürstendamm,Apartment,Entire home/apt,3,1.0,Real Bed,0,40,1,20,3,1125,13,80-94/100,9/10,9/10,10/10,10/10,10/10,9/10,0,flexible,1,277,434,85,5,0,1,1,1152,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2-3 years,2-6 months,0.005479452054794498,0,1,5,15,0,95.0,0.5205479452054773,Low
9329313,unknown,unknown,0.0,1,1.0,südliche Luisenstadt,Apartment,Entire home/apt,3,1.0,Real Bed,250,35,2,0,60,60,13,80-94/100,10/10,10/10,10/10,10/10,10/10,10/10,0,strict_14_with_grace_period,1,178,1000,1000,4,0,1,1,1770,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2-3 years,1+ year,0.005479452054794498,0,5,7,7,0,100.0,0.5479452054794498,Low
9924899,unknown,unknown,0.0,2,0.0,Tempelhofer Vorstadt,Apartment,Private room,1,1.0,Real Bed,100,20,1,8,3,21,3,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,strict_14_with_grace_period,2,88,88,0,3,1,1,1,2424,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2-3 years,6-12 months,0.019178082191780854,0,6,4,12,0,30.0,0.5753424657534256,Low
235766,a few days or more,0-49%,0.0,1,0.0,Brunnenstr. Süd,Apartment,Entire home/apt,2,1.0,Real Bed,0,20,1,0,120,360,42,80-94/100,10/10,9/10,9/10,9/10,10/10,9/10,0,moderate,1,137,565,0,6,1,1,1,2849,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4+ years,1+ year,0.0164383561643836,0,3,3,6,1,39.0,0.6410958904109605,Low
24802871,within a few hours,100%,0.0,1,1.0,Frankfurter Allee Süd FK,Apartment,Private room,1,1.0,Real Bed,0,0,1,0,4,45,9,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,1,414,951,0,6,1,1,1,952,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6-12 months,6-12 months,0.013698630136986356,1,6,4,5,0,48.0,0.6575342465753451,Low
1274612,unknown,unknown,1.0,1,1.0,Alt-Lichtenberg,Apartment,Private room,2,1.0,Real Bed,0,15,1,15,3,60,49,95-100/100,10/10,10/10,10/10,10/10,9/10,10/10,0,moderate,1,0,1000,0,4,0,1,1,2313,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4+ years,2-6 months,0.019178082191780854,0,0,0,1,0,38.0,0.7287671232876725,Low
13791780,a few days or more,0-49%,0.0,1,1.0,Schillerpromenade,Apartment,Private room,2,1.0,Real Bed,0,20,1,8,1,1125,5,95-100/100,10/10,10/10,10/10,10/10,10/10,9/10,0,moderate,1,247,1000,881,5,1,1,1,3001,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2-3 years,1+ year,0.024657534246575352,0,8,2,9,0,32.37640449438202,0.7983223026012009,Low
20384770,unknown,unknown,0.0,1,1.0,Neuköllner Mitte/Zentrum,Apartment,Entire home/apt,4,1.0,Real Bed,0,45,1,0,390,1125,8,95-100/100,9/10,9/10,10/10,10/10,9/10,10/10,0,strict_14_with_grace_period,1,500,618,51,8,1,1,1,1477,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1-2 years,1+ year,0.008219178082191747,0,6,5,9,0,100.0,0.8219178082191747,Low
1386730,within a few hours,100%,0.0,1,1.0,Prenzlauer Berg Nordwest,Apartment,Entire home/apt,1,1.0,Real Bed,0,0,1,0,6,14,4,95-100/100,10/10,10/10,10/10,10/10,9/10,9/10,0,flexible,1,241,492,0,5,1,1,1,2545,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2-3 years,1+ year,0.0164383561643836,1,5,8,8,2,50.0,0.82191780821918,Low
8453370,within a few hours,50-89%,0.0,1,0.0,Rixdorf,Apartment,Private room,2,1.0,Real Bed,250,15,1,13,2,20,47,80-94/100,10/10,9/10,9/10,10/10,9/10,9/10,0,moderate,1,237,917,166,7,0,1,1,1530,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2-3 years,6-12 months,0.024657534246575352,2,3,7,8,1,35.0,0.8630136986301373,Low
617544,unknown,unknown,0.0,3,0.0,Prenzlauer Berg Ost,Other,Entire home/apt,3,1.0,Real Bed,0,30,2,10,3,180,45,80-94/100,9/10,10/10,10/10,10/10,9/10,9/10,0,strict_14_with_grace_period,2,0,736,0,5,0,1,1,2910,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4+ years,2-6 months,0.010958904109588996,0,0,0,0,1,80.0,0.8767123287671197,Low
26002565,unknown,unknown,0.0,1,0.0,Moabit West,Apartment,Private room,2,1.0,Real Bed,0,0,1,0,1,3,17,80-94/100,10/10,9/10,10/10,10/10,10/10,9/10,0,flexible,1,388,786,0,1,0,1,0,1158,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,6-12 months,2-6 months,0.013698630136986356,1,2,4,9,2,65.0,0.8904109589041131,Low
1288538,within a day,50-89%,0.0,3,1.0,Brunnenstr. Süd,Apartment,Entire home/apt,1,1.0,Real Bed,0,0,1,20,5,1125,3,0-79/100,0-8/10,0-8/10,10/10,10/10,0-8/10,0-8/10,0,flexible,3,247,659,0,5,0,1,1,2223,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2-3 years,1+ year,0.008219178082191747,0,3,3,6,1,110.0,0.9041095890410922,Low
2686595,within a few hours,100%,1.0,1,1.0,Wedding Zentrum,Apartment,Private room,1,1.0,Real Bed,0,0,1,0,1,1125,102,80-94/100,10/10,10/10,10/10,10/10,9/10,9/10,0,moderate,1,236,1000,153,5,0,1,1,1938,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4+ years,2-6 months,0.0273972602739726,1,6,3,7,2,33.0,0.9041095890410958,Low
4836108,unknown,unknown,1.0,1,0.0,Moabit Ost,Apartment,Private room,2,1.0,Real Bed,0,0,1,15,2,1125,32,80-94/100,10/10,9/10,10/10,10/10,10/10,9/10,0,flexible,1,335,1000,97,2,0,1,1,1678,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2-3 years,2-6 months,0.019178082191780854,0,0,4,10,0,48.0,0.920547945205481,Low
10431434,within a few hours,50-89%,1.0,1,1.0,Neuköllner Mitte/Zentrum,Apartment,Entire home/apt,2,0.0,Real Bed,0,0,1,0,1,1125,90,95-100/100,10/10,10/10,10/10,10/10,9/10,9/10,0,strict_14_with_grace_period,1,255,370,0,5,0,1,1,1365,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2-3 years,2-6 months,0.010958904109588996,0,6,5,9,0,85.0,0.9315068493150647,Low
13926919,within an hour,50-89%,0.0,2,0.0,Frankfurter Allee Nord,Apartment,Private room,2,1.0,Pull-out Sofa,300,25,1,8,1,31,19,95-100/100,10/10,9/10,9/10,10/10,10/10,10/10,0,strict_14_with_grace_period,2,497,1000,464,7,0,1,1,2098,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2-3 years,6-12 months,0.024657534246575352,0,5,2,11,0,38.0,0.9369863013698634,Low
965343,unknown,unknown,0.0,1,1.0,Neuköllner Mitte/Zentrum,Apartment,Private room,2,1.0,Real Bed,0,0,1,0,1,19,121,80-94/100,10/10,0-8/10,10/10,10/10,9/10,9/10,0,flexible,1,64,1000,43,6,1,2,1,2334,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,4+ years,2-6 months,0.024657534246575352,0,6,5,9,0,39.0,0.9616438356164387,Low
