id,host_response_time,host_response_rate,host_is_superhost,host_listings_count,host_identity_verified,Neighbourhood,property_type,room_type,accommodates,bathrooms,bed_type,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,calculated_host_listings_count,summary_length,description_length,neighborhood_overview_length,host_verifications_count,FB_verification,email_verification,phone_verification,host_days_active,shower_necessities,tv,smoke_detector,pets_allowed,child_friendly,coffee_machine,kitchen_basics,white_goods,elevator,fire_protection,parking,host_greeting,long_term_stays,smoking_allowed,nature_and_views,bedroom_necessities,time_since_first_review,time_since_last_review,occupancy_last_year,Bakery,Bar,Cafe,Restaurant,Supermarket,price,LTV,LTV_potential
14543378,within a few hours,50-89%,0.0,1,1.0,Rixdorf,Apartment,Entire home/apt,1,1.0,Real Bed,450,35,1,39,6,12,5,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,flexible,1,500,500,0,4,0,1,1,2256,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2-3 years,6-12 months,0.002739726027397249,2,3,7,8,1,99.0,0.27123287671232765,Low
27592142,unknown,unknown,0.0,7,0.0,südliche Luisenstadt,Other,Private room,6,1.0,Real Bed,0,0,1,10,1,1125,2,80-94/100,10/10,10/10,10/10,10/10,9/10,9/10,0,moderate,7,187,1000,264,1,0,1,1,478,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6-12 months,6-12 months,0.002739726027397249,0,5,7,7,0,100.0,0.2739726027397249,Low
19447768,within an hour,100%,0.0,2,0.0,Schöneberg-Nord,Apartment,Private room,2,1.0,Real Bed,100,40,1,50,1,10,1,0-79/100,0-8/10,0-8/10,10/10,10/10,0-8/10,0-8/10,1,flexible,2,108,108,0,1,0,1,1,762,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6-12 months,6-12 months,0.002739726027397249,1,4,5,11,0,105.0,0.28767123287671115,Low
24881689,within a few hours,100%,0.0,2,1.0,Prenzlauer Berg Nordwest,Apartment,Entire home/apt,2,1.0,Real Bed,100,50,1,20,1,1125,4,95-100/100,10/10,10/10,10/10,10/10,9/10,9/10,0,flexible,1,423,423,0,6,1,1,1,1734,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6-12 months,6-12 months,0.002739726027397249,1,5,8,8,2,120.0,0.3287671232876699,Low
3726266,a few days or more,0-49%,0.0,1,0.0,Prenzlauer Berg Nordwest,Apartment,Entire home/apt,2,1.0,Real Bed,0,200,2,20,90,1125,3,80-94/100,9/10,10/10,10/10,10/10,10/10,10/10,0,moderate,1,548,962,346,2,0,1,1,1819,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2-3 years,1+ year,0.005479452054794498,1,5,8,8,2,60.0,0.3287671232876699,Low
18070547,a few days or more,0-49%,0.0,1,0.0,Neuköllner Mitte/Zentrum,Other,Private room,2,1.0,Real Bed,90,25,1,45,2,5,1,0-79/100,10/10,0-8/10,10/10,10/10,10/10,10/10,0,flexible,1,63,63,0,2,0,1,1,1263,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1-2 years,1+ year,0.008219178082191747,0,6,5,9,0,55.0,0.4520547945205461,Low
3438182,unknown,unknown,0.0,1,1.0,Neue Kantstraße,Other,Entire home/apt,10,1.0,Real Bed,500,44,2,39,1,150,28,80-94/100,0-8/10,0-8/10,9/10,9/10,9/10,0-8/10,0,strict_14_with_grace_period,1,248,1000,205,4,0,1,1,1850,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2-3 years,6-12 months,0.002739726027397249,1,0,5,14,1,169.0,0.4630136986301351,Low
28845869,within an hour,50-89%,0.0,2,0.0,Kurfürstendamm,House,Shared room,3,1.0,Real Bed,300,20,1,30,1,300,1,0-79/100,0-8/10,0-8/10,0-8/10,0-8/10,0-8/10,0-8/10,1,strict_14_with_grace_period,2,69,786,22,1,0,1,1,297,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,6-12 months,6-12 months,0.0164383561643836,0,1,5,15,0,37.8941504178273,0.6229175411149708,Low
27183261,unknown,unknown,0.0,7,0.0,südliche Luisenstadt,Other,Private room,6,1.0,Real Bed,0,0,1,10,1,1125,2,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,7,188,1000,264,1,0,1,1,478,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6-12 months,6-12 months,0.005479452054794498,0,5,7,7,0,140.0,0.7671232876712297,Low
5501882,unknown,unknown,0.0,1,1.0,Helmholtzplatz,Apartment,Entire home/apt,2,1.0,Real Bed,500,50,2,25,60,1125,20,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,strict_14_with_grace_period,1,492,1000,394,4,0,1,1,2035,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2-3 years,6-12 months,0.008219178082191747,1,3,5,8,0,110.0,0.9041095890410922,Low
14306853,within an hour,100%,0.0,1,0.0,Prenzlauer Berg Nordwest,Apartment,Private room,4,1.0,Real Bed,0,16,1,26,1,1125,63,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,strict_14_with_grace_period,1,252,252,0,3,1,1,1,1159,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2-3 years,2-6 months,0.03013698630136985,1,5,8,8,2,35.454802259886996,1.0685008900239912,Low
17013368,within a day,50-89%,0.0,1,0.0,Schmargendorf,Apartment,Private room,1,1.0,Real Bed,0,100,1,25,2,1125,2,0-79/100,10/10,10/10,0-8/10,0-8/10,0-8/10,0-8/10,0,strict_14_with_grace_period,1,176,460,106,1,0,1,1,1809,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2-3 years,1+ year,0.019178082191780854,1,0,3,5,1,60.0,1.1506849315068512,Low
28693302,within a few hours,100%,0.0,1,0.0,Tempelhofer Vorstadt,Apartment,Entire home/apt,5,1.0,Real Bed,150,45,2,30,2,1125,2,95-100/100,10/10,10/10,10/10,10/10,0-8/10,0-8/10,0,flexible,1,495,495,0,1,0,1,1,314,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6-12 months,6-12 months,0.008219178082191747,0,6,4,12,0,145.0,1.1917808219178032,Low
28172467,within an hour,100%,0.0,3,0.0,Frankfurter Allee Süd FK,Apartment,Entire home/apt,3,1.0,Real Bed,0,100,1,35,1,1125,3,0-79/100,0-8/10,10/10,0-8/10,0-8/10,9/10,0-8/10,1,flexible,3,0,1000,146,6,0,1,1,481,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,6-12 months,2-6 months,0.008219178082191747,1,6,4,5,0,150.0,1.232876712328762,Low
19896033,within a few hours,50-89%,0.0,1,0.0,Schöneberg-Nord,Other,Entire home/apt,2,1.5,Real Bed,0,55,2,20,3,1125,8,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,flexible,1,472,1000,87,2,0,1,1,2017,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1-2 years,6-12 months,0.013698630136986356,1,4,5,11,0,103.775,1.4215753424657591,Low
10356630,within a day,50-89%,0.0,1,0.0,Tempelhofer Vorstadt,Apartment,Entire home/apt,2,1.0,Real Bed,0,50,1,20,2,1125,2,0-79/100,0-8/10,0-8/10,10/10,0-8/10,10/10,9/10,0,strict_14_with_grace_period,1,467,1000,311,7,1,1,1,2120,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,6-12 months,6-12 months,0.019178082191780854,0,6,4,12,0,75.0,1.438356164383564,Low
27322981,within an hour,100%,0.0,2,0.0,Tempelhofer Vorstadt,Apartment,Entire home/apt,6,1.0,Real Bed,160,45,2,30,2,1125,7,80-94/100,9/10,9/10,9/10,9/10,10/10,9/10,1,strict_14_with_grace_period,2,486,486,0,1,0,1,1,357,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6-12 months,2-6 months,0.013698630136986356,0,6,4,12,0,110.0,1.5068493150684992,Low
10094856,within a few hours,50-89%,0.0,3,1.0,Helmholtzplatz,Apartment,Entire home/apt,4,1.0,Real Bed,400,29,2,20,60,1124,19,95-100/100,9/10,9/10,10/10,10/10,10/10,9/10,0,strict_14_with_grace_period,3,363,363,0,9,0,2,1,2099,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2-3 years,6-12 months,0.019178082191780854,1,3,5,8,0,88.0,1.6876712328767152,Low
18672461,unknown,unknown,0.0,2,0.0,Prenzlauer Berg Nordwest,Apartment,Entire home/apt,3,1.0,Real Bed,0,35,1,0,1,1125,1,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,strict_14_with_grace_period,1,493,493,0,5,1,1,1,1407,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0-6 months,2-6 months,0.019178082191780854,1,5,8,8,2,90.0,1.7260273972602769,Low
28729831,within a day,0-49%,0.0,1,0.0,Schillerpromenade,Apartment,Private room,2,1.0,Real Bed,1000,30,1,15,1,1125,2,0-79/100,0-8/10,0-8/10,0-8/10,0-8/10,9/10,0-8/10,0,strict_14_with_grace_period,1,498,498,0,1,0,1,1,1141,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6-12 months,2-6 months,0.0657534246575342,0,8,2,9,0,28.331378299120235,1.8628851484353017,Low
2965875,unknown,unknown,0.0,1,0.0,Kantstraße,Apartment,Entire home/apt,6,1.0,Real Bed,180,35,1,30,2,30,45,80-94/100,10/10,0-8/10,10/10,10/10,10/10,9/10,0,strict_14_with_grace_period,1,273,941,173,8,1,1,1,2516,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4+ years,2-6 months,0.013698630136986356,1,1,2,15,0,140.0,1.9178082191780899,Low
6519879,within a few hours,50-89%,0.0,1,0.0,Frankfurter Allee Süd FK,Other,Private room,3,1.5,Real Bed,0,20,2,15,3,1125,19,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,1,273,1000,419,3,1,1,1,2328,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2-3 years,6-12 months,0.024657534246575352,1,6,4,5,0,79.0,1.9479452054794528,Low
27741319,within a day,50-89%,0.0,1,1.0,Prenzlauer Berg Nordwest,Apartment,Private room,1,1.0,Real Bed,900,50,1,26,5,45,2,95-100/100,10/10,10/10,10/10,10/10,10/10,9/10,0,strict_14_with_grace_period,1,254,1000,553,5,1,1,1,1501,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,6-12 months,6-12 months,0.0657534246575342,1,5,8,8,2,30.0,1.972602739726026,Low
24927205,within an hour,100%,0.0,2,0.0,südliche Luisenstadt,Apartment,Private room,2,1.0,Real Bed,0,25,1,15,3,1125,6,95-100/100,10/10,9/10,10/10,10/10,10/10,9/10,1,strict_14_with_grace_period,2,490,1000,321,3,1,1,1,1847,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6-12 months,6-12 months,0.0383561643835616,0,5,7,7,0,52.11965811965812,1.9991101744526378,Low
15105219,unknown,unknown,0.0,1,1.0,Alexanderplatz,Apartment,Private room,2,1.0,Real Bed,1500,30,4,25,1,14,7,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,flexible,1,493,493,0,5,1,1,1,2603,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2-3 years,2-6 months,0.021917808219178103,0,1,1,1,0,92.0,2.0164383561643855,Low
11595573,unknown,unknown,0.0,9,0.0,Drakestr.,Apartment,Entire home/apt,6,1.0,Real Bed,0,35,4,25,2,1125,10,80-94/100,10/10,9/10,10/10,10/10,9/10,9/10,0,strict_14_with_grace_period,8,247,1000,0,2,0,1,1,1235,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2-3 years,2-6 months,0.013698630136986356,0,0,0,2,0,150.0,2.0547945205479534,Low
9570445,within a few hours,50-89%,0.0,1,0.0,Tempelhofer Vorstadt,Other,Entire home/apt,3,1.0,Real Bed,0,50,2,25,4,35,12,0-79/100,0-8/10,0-8/10,9/10,9/10,9/10,0-8/10,0,flexible,1,166,166,0,2,0,1,1,2273,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2-3 years,6-12 months,0.03561643835616435,0,6,4,12,0,58.0,2.065753424657532,Low
27258601,within an hour,100%,0.0,2,0.0,Tempelhofer Vorstadt,Apartment,Private room,5,1.0,Real Bed,190,42,2,28,2,1125,2,0-79/100,0-8/10,9/10,0-8/10,0-8/10,10/10,9/10,0,moderate,2,472,940,0,1,0,1,1,551,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6-12 months,2-6 months,0.019178082191780854,0,6,4,12,0,110.0,2.109589041095894,Low
22266938,within an hour,50-89%,0.0,6,1.0,Rixdorf,Apartment,Private room,2,1.0,Real Bed,0,19,1,10,1,1125,7,0-79/100,9/10,9/10,0-8/10,0-8/10,9/10,0-8/10,0,strict_14_with_grace_period,6,527,1000,410,4,0,1,1,1884,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1-2 years,6-12 months,0.07123287671232881,2,3,7,8,1,31.0,2.208219178082193,Low
11856692,within a few hours,100%,0.0,1,1.0,Prenzlauer Berg Nordwest,Other,Private room,4,1.5,Real Bed,0,0,4,40,1,30,70,80-94/100,9/10,9/10,10/10,10/10,10/10,9/10,0,strict_14_with_grace_period,1,489,1000,298,5,0,2,1,2211,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2-3 years,2-6 months,0.0328767123287671,1,5,8,8,2,69.0,2.2684931506849297,Low
26634155,within a day,50-89%,0.0,2,0.0,Neuköllner Mitte/Zentrum,Apartment,Entire home/apt,10,1.0,Real Bed,0,150,1,0,2,1125,4,80-94/100,10/10,9/10,9/10,10/10,9/10,9/10,0,flexible,2,500,638,137,7,1,1,1,1117,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,6-12 months,6-12 months,0.008219178082191747,0,6,5,9,0,300.0,2.465753424657524,Low
22357451,within a day,50-89%,1.0,1,0.0,Schöneberg-Nord,Apartment,Private room,2,1.0,Real Bed,90,15,1,15,1,7,20,95-100/100,10/10,10/10,10/10,10/10,10/10,9/10,0,flexible,1,372,827,105,2,0,1,1,1274,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1-2 years,2-6 months,0.049315068493150704,1,4,5,11,0,55.0,2.7123287671232887,Low
28693469,unknown,unknown,0.0,2,1.0,Mierendorffplatz,Apartment,Entire home/apt,4,1.0,Real Bed,0,39,2,19,3,1125,5,80-94/100,10/10,10/10,10/10,10/10,0-8/10,0-8/10,1,strict_14_with_grace_period,2,0,782,0,5,0,1,1,1962,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6-12 months,2-6 months,0.046575342465753455,1,2,2,3,3,59.0,2.747945205479454,Low
4662086,within a few hours,100%,1.0,1,0.0,südliche Luisenstadt,Apartment,Private room,4,1.0,Real Bed,0,35,2,25,1,1125,23,80-94/100,10/10,9/10,10/10,9/10,9/10,9/10,0,moderate,1,258,338,0,7,0,1,1,2007,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2-3 years,2-6 months,0.06301369863013695,0,5,7,7,0,45.0,2.835616438356163,Low
21662937,within a few hours,100%,0.0,1,0.0,Brunnenstr. Nord,Other,Entire home/apt,4,1.5,Real Bed,0,40,4,50,3,1125,7,95-100/100,10/10,10/10,10/10,10/10,9/10,10/10,0,flexible,1,316,1000,574,6,1,1,1,1108,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1-2 years,6-12 months,0.008219178082191747,0,1,2,0,0,350.0,2.8767123287671117,Low
22771449,within an hour,100%,0.0,2,0.0,Tempelhofer Vorstadt,Apartment,Entire home/apt,5,1.0,Real Bed,190,42,2,28,2,1125,22,80-94/100,9/10,10/10,9/10,10/10,10/10,9/10,0,moderate,2,467,935,0,1,0,1,1,551,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1-2 years,2-6 months,0.019178082191780854,0,6,4,12,0,150.0,2.876712328767128,Low
6462250,within an hour,100%,0.0,1,1.0,Schöneberg-Nord,Apartment,Entire home/apt,3,1.0,Real Bed,200,30,2,35,3,1125,75,80-94/100,9/10,9/10,10/10,9/10,10/10,9/10,1,strict_14_with_grace_period,1,205,205,24,4,0,1,1,1524,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2-3 years,2-6 months,0.0383561643835616,1,4,5,11,0,76.13960113960114,2.9204230574093555,Low
4804458,within a few hours,100%,0.0,2,1.0,Brunnenstr. Süd,Apartment,Entire home/apt,2,1.0,Real Bed,300,100,1,20,31,1125,9,80-94/100,10/10,9/10,10/10,9/10,10/10,9/10,0,strict_14_with_grace_period,2,68,80,0,4,0,1,1,1682,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2-3 years,6-12 months,0.0547945205479452,0,3,3,6,1,55.0,3.013698630136986,Low
20615729,within an hour,100%,0.0,5,0.0,Kurfürstendamm,House,Entire home/apt,4,1.0,Real Bed,0,0,1,0,1,1125,1,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,5,94,540,0,1,0,1,1,704,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6-12 months,6-12 months,0.03013698630136985,0,1,5,15,0,101.0,3.043835616438355,Low
11726912,within a day,50-89%,0.0,1,1.0,Alexanderplatz,Apartment,Entire home/apt,4,1.0,Real Bed,700,60,4,30,3,31,11,0-79/100,0-8/10,10/10,0-8/10,0-8/10,10/10,9/10,0,strict_14_with_grace_period,1,284,658,42,4,0,1,1,1294,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2-3 years,1+ year,0.021917808219178103,0,1,1,1,0,140.0,3.0684931506849344,Low
24925158,within an hour,100%,0.0,2,0.0,südliche Luisenstadt,Apartment,Private room,3,1.0,Real Bed,0,30,2,20,3,1125,5,95-100/100,10/10,10/10,9/10,10/10,10/10,10/10,1,strict_14_with_grace_period,2,499,1000,441,3,1,1,1,1847,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6-12 months,6-12 months,0.0383561643835616,0,5,7,7,0,85.0,3.260273972602736,Low
24771750,unknown,unknown,0.0,2,1.0,Wedding Zentrum,Apartment,Entire home/apt,3,1.0,Real Bed,0,24,1,29,5,60,4,0-79/100,0-8/10,0-8/10,9/10,0-8/10,0-8/10,0-8/10,1,strict_14_with_grace_period,2,56,738,50,6,1,1,1,1141,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6-12 months,6-12 months,0.06849315068493156,1,6,3,7,2,49.0,3.356164383561646,Low
20222318,a few days or more,0-49%,0.0,2,0.0,Rixdorf,Apartment,Shared room,4,1.0,Real Bed,0,10,1,12,2,1125,6,0-79/100,10/10,0-8/10,0-8/10,0-8/10,0-8/10,0-8/10,1,flexible,2,500,1000,252,1,0,0,1,717,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1-2 years,1+ year,0.18904109589041096,2,3,7,8,1,18.0,3.4027397260273973,Low
18401634,unknown,unknown,1.0,1,0.0,Frankfurter Allee Süd FK,Apartment,Private room,2,1.0,Real Bed,800,15,1,25,3,1125,55,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,moderate,1,156,1000,262,3,1,1,1,817,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1-2 years,2-6 months,0.0767123287671233,1,6,4,5,0,45.97329376854599,3.5267184260802416,Low
